Year,State,District,Yield_kg_per_hectare
2023,Tamil Nadu,Chengalpattu,3789.4736842105262
2023,Tamil Nadu,Chengalpattu,3754.7169811320755
2023,Tamil Nadu,Coimbatore,inf
2023,Tamil Nadu,Coimbatore,inf
2023,Tamil Nadu,Cuddalore,3283.3333333333335
2023,Tamil Nadu,Cuddalore,3258.823529411765
2023,Tamil Nadu,Cuddalore,4142.857142857142
2023,Tamil Nadu,Cuddalore,3309.2105263157896
2023,Tamil Nadu,Dharmapuri,2500.0
2023,Tamil Nadu,Dharmapuri,4312.5
2023,Tamil Nadu,Dharmapuri,5000.0
2023,Tamil Nadu,Dharmapuri,4200.0
2023,Tamil Nadu,Dindigul,2666.666666666667
2023,Tamil Nadu,Dindigul,4400.0
2023,Tamil Nadu,Dindigul,3250.0
2023,Tamil Nadu,Dindigul,3583.3333333333335
2023,Tamil Nadu,Erode,3142.8571428571427
2023,Tamil Nadu,Erode,4214.285714285714
2023,Tamil Nadu,Erode,3666.666666666667
2023,Tamil Nadu,Erode,3791.666666666667
2023,Tamil Nadu,Kallakurichi,3133.3333333333335
2023,Tamil Nadu,Kallakurichi,4000.0
2023,Tamil Nadu,Kallakurichi,3750.0
2023,Tamil Nadu,Kallakurichi,3732.142857142857
2023,Tamil Nadu,Kanchipuram,3277.777777777778
2023,Tamil Nadu,Kanchipuram,3461.5384615384614
2023,Tamil Nadu,Kanchipuram,4684.210526315789
2023,Tamil Nadu,Kanchipuram,3938.775510204082
2023,Tamil Nadu,Kanniyakumari,3333.3333333333335
2023,Tamil Nadu,Kanniyakumari,4200.0
2023,Tamil Nadu,Kanniyakumari,3642.8571428571427
2023,Tamil Nadu,Karur,3714.2857142857138
2023,Tamil Nadu,Karur,inf
2023,Tamil Nadu,Karur,3375.0
2023,Tamil Nadu,Krishnagiri,3500.0
2023,Tamil Nadu,Krishnagiri,4428.571428571428
2023,Tamil Nadu,Krishnagiri,4333.333333333334
2023,Tamil Nadu,Krishnagiri,4333.333333333333
2023,Tamil Nadu,Madurai,3500.0
2023,Tamil Nadu,Madurai,4000.0
2023,Tamil Nadu,Madurai,3615.3846153846152
2023,Tamil Nadu,Madurai,3818.181818181818
2023,Tamil Nadu,Mayiladuthurai,2933.3333333333335
2023,Tamil Nadu,Mayiladuthurai,2777.777777777778
2023,Tamil Nadu,Mayiladuthurai,2853.6585365853657
2023,Tamil Nadu,Nagapattinam,2128.205128205128
2023,Tamil Nadu,Nagapattinam,2864.406779661017
2023,Tamil Nadu,Nagapattinam,2571.4285714285716
2023,Tamil Nadu,Namakkal,4000.0
2023,Tamil Nadu,Namakkal,3750.0
2023,Tamil Nadu,Namakkal,2000.0
2023,Tamil Nadu,Namakkal,4200.0
2023,Tamil Nadu,Perambalur,inf
2023,Tamil Nadu,Perambalur,4000.0
2023,Tamil Nadu,Perambalur,3500.0
2023,Tamil Nadu,Perambalur,4000.0
2023,Tamil Nadu,Pudukkottai,3615.3846153846152
2023,Tamil Nadu,Pudukkottai,2986.6666666666665
2023,Tamil Nadu,Pudukkottai,4000.0
2023,Tamil Nadu,Pudukkottai,3109.8901098901097
2023,Tamil Nadu,Ramanathapuram,2093.75
2023,Tamil Nadu,Ramanathapuram,inf
2023,Tamil Nadu,Ramanathapuram,2101.5625
2023,Tamil Nadu,Ranipet,3600.0
2023,Tamil Nadu,Ranipet,4000.0
2023,Tamil Nadu,Ranipet,3846.153846153846
2023,Tamil Nadu,Ranipet,3760.0
2023,Tamil Nadu,Salem,2000.0
2023,Tamil Nadu,Salem,4454.545454545455
2023,Tamil Nadu,Salem,4500.0
2023,Tamil Nadu,Salem,4285.714285714285
2023,Tamil Nadu,Sivaganga,2500.0
2023,Tamil Nadu,Sivaganga,2314.285714285714
2023,Tamil Nadu,Sivaganga,5000.0
2023,Tamil Nadu,Sivaganga,2369.8630136986303
2023,Tamil Nadu,Tenkasi,2666.666666666667
2023,Tamil Nadu,Tenkasi,3550.0
2023,Tamil Nadu,Tenkasi,3272.7272727272725
2023,Tamil Nadu,Tenkasi,3416.666666666667
2023,Tamil Nadu,Thanjavur,3229.5081967213114
2023,Tamil Nadu,Thanjavur,3317.7570093457944
2023,Tamil Nadu,Thanjavur,3333.3333333333335
2023,Tamil Nadu,Thanjavur,3259.4142259414225
2023,Tamil Nadu,Theni,3875.0
2023,Tamil Nadu,Theni,4400.0
2023,Tamil Nadu,Theni,3500.0
2023,Tamil Nadu,Theni,4000.0
2023,Tamil Nadu,Thiruvallur,3384.6153846153843
2023,Tamil Nadu,Thiruvallur,2913.0434782608695
2023,Tamil Nadu,Thiruvallur,3777.777777777778
2023,Tamil Nadu,Thiruvallur,3221.153846153846
2023,Tamil Nadu,Thiruvarur,2422.018348623853
2023,Tamil Nadu,Thiruvarur,3022.7272727272725
2023,Tamil Nadu,Thiruvarur,3833.3333333333335
2023,Tamil Nadu,Thiruvarur,2766.1290322580644
2023,Tamil Nadu,Tiruchirappalli,3000.0
2023,Tamil Nadu,Tiruchirappalli,4000.0000000000005
2023,Tamil Nadu,Tiruchirappalli,4000.0
2023,Tamil Nadu,Tiruchirappalli,3767.4418604651164
2023,Tamil Nadu,Tirunelveli,3250.0
2023,Tamil Nadu,Tirunelveli,4588.235294117647
2023,Tamil Nadu,Tirunelveli,4545.454545454545
2023,Tamil Nadu,Tirunelveli,4406.25
2023,Tamil Nadu,Tirupathur,4000.0
2023,Tamil Nadu,Tirupathur,4500.0
2023,Tamil Nadu,Tirupathur,3000.0
2023,Tamil Nadu,Tirupathur,3625.0
2023,Tamil Nadu,Tiruppur,4000.0
2023,Tamil Nadu,Tiruppur,4750.0
2023,Tamil Nadu,Tiruppur,4000.0
2023,Tamil Nadu,Tiruppur,4428.571428571428
2023,Tamil Nadu,Tiruvannamalai,3468.75
2023,Tamil Nadu,Tiruvannamalai,3739.130434782609
2023,Tamil Nadu,Tiruvannamalai,4045.4545454545455
2023,Tamil Nadu,Tiruvannamalai,3717.5141242937852
2023,Tamil Nadu,Tuticorin,2500.0
2023,Tamil Nadu,Tuticorin,2000.0
2023,Tamil Nadu,Tuticorin,2714.285714285714
2023,Tamil Nadu,Tuticorin,2700.0
2023,Tamil Nadu,Vellore,3250.0
2023,Tamil Nadu,Vellore,4000.0
2023,Tamil Nadu,Vellore,4000.0
2023,Tamil Nadu,Vellore,3300.0
2023,Tamil Nadu,Villupuram,3312.5
2023,Tamil Nadu,Villupuram,3886.7924528301883
2023,Tamil Nadu,Villupuram,3250.0
2023,Tamil Nadu,Villupuram,3702.3809523809523
2023,Tamil Nadu,Virudhunagar,2500.0
2023,Tamil Nadu,Virudhunagar,2772.7272727272725
2023,Tamil Nadu,Virudhunagar,3000.0
2023,Tamil Nadu,Virudhunagar,2821.428571428571
2023,Telangana,Adilabad,3000.0
2023,Telangana,Adilabad,3000.0
2023,Telangana,Bhadradri Kothagudem,3317.4603174603176
2023,Telangana,Bhadradri Kothagudem,3400.0
2023,Telangana,Bhadradri Kothagudem,3340.909090909091
2023,Telangana,Hanumakonda,3947.368421052632
2023,Telangana,Hanumakonda,3653.061224489796
2023,Telangana,Hanumakonda,3801.8867924528304
2023,Telangana,Jagitial,3816.666666666667
2023,Telangana,Jagitial,3819.672131147541
2023,Telangana,Jagitial,3818.1818181818185
2023,Telangana,Jangoan,2482.3529411764707
2023,Telangana,Jangoan,2671.232876712329
2023,Telangana,Jangoan,2553.459119496855
2023,Telangana,Jayashankar Bhupalapally,3488.3720930232557
2023,Telangana,Jayashankar Bhupalapally,3676.4705882352937
2023,Telangana,Jayashankar Bhupalapally,3571.4285714285716
2023,Telangana,Jogulamba Gadwal,2968.75
2023,Telangana,Jogulamba Gadwal,2714.285714285714
2023,Telangana,Jogulamba Gadwal,2867.9245283018868
2023,Telangana,Kamareddy,4419.354838709677
2023,Telangana,Kamareddy,4220.0
2023,Telangana,Kamareddy,4334.821428571428
2023,Telangana,Karimnagar,3747.663551401869
2023,Telangana,Karimnagar,3861.111111111111
2023,Telangana,Karimnagar,3809.302325581395
2023,Telangana,Khammam,3336.363636363636
2023,Telangana,Khammam,2976.7441860465115
2023,Telangana,Khammam,3241.830065359477
2023,Telangana,Kumuram Bheem Asifabad,3090.909090909091
2023,Telangana,Kumuram Bheem Asifabad,3125.0
2023,Telangana,Kumuram Bheem Asifabad,3000.0
2023,Telangana,Mahabubabad,3200.0
2023,Telangana,Mahabubabad,3226.4150943396226
2023,Telangana,Mahabubabad,3233.5766423357663
2023,Telangana,Mahabubnagar,3906.6666666666665
2023,Telangana,Mahabubnagar,2847.8260869565215
2023,Telangana,Mahabubnagar,3495.8677685950415
2023,Telangana,Mancherial,3500.0
2023,Telangana,Mancherial,3166.666666666667
2023,Telangana,Mancherial,3365.3846153846152
2023,Telangana,Medak,3811.965811965812
2023,Telangana,Medak,3528.3018867924525
2023,Telangana,Medak,3677.1300448430493
2023,Telangana,Medchal Malkajgiri,3857.142857142857
2023,Telangana,Medchal Malkajgiri,3333.3333333333335
2023,Telangana,Medchal Malkajgiri,3615.3846153846152
2023,Telangana,Mulugu,2800.0
2023,Telangana,Mulugu,2904.761904761905
2023,Telangana,Mulugu,2839.285714285714
2023,Telangana,Nagarkurnool,3431.034482758621
2023,Telangana,Nagarkurnool,3191.489361702128
2023,Telangana,Nagarkurnool,3333.333333333333
2023,Telangana,Nalgonda,3710.659898477157
2023,Telangana,Nalgonda,3447.0588235294117
2023,Telangana,Nalgonda,3585.8310626702996
2023,Telangana,Narayanpet,3492.3076923076924
2023,Telangana,Narayanpet,2914.893617021277
2023,Telangana,Narayanpet,3249.9999999999995
2023,Telangana,Nirmal,3358.490566037736
2023,Telangana,Nirmal,3297.872340425532
2023,Telangana,Nirmal,3320.0
2023,Telangana,Nizamabad,4155.688622754491
2023,Telangana,Nizamabad,4278.10650887574
2023,Telangana,Nizamabad,4217.261904761905
2023,Telangana,Peddapalli,3719.5121951219517
2023,Telangana,Peddapalli,4098.765432098765
2023,Telangana,Peddapalli,3932.0987654320984
2023,Telangana,Rajanna Sircilla,4309.859154929578
2023,Telangana,Rajanna Sircilla,4309.859154929578
2023,Telangana,Rajanna Sircilla,4309.859154929578
2023,Telangana,Ranga Reddy,3599.9999999999995
2023,Telangana,Ranga Reddy,3456.5217391304345
2023,Telangana,Ranga Reddy,3580.0
2023,Telangana,Sangareddy,4050.8474576271187
2023,Telangana,Sangareddy,3500.0
2023,Telangana,Sangareddy,3811.8811881188117
2023,Telangana,Siddipet,3560.810810810811
2023,Telangana,Siddipet,3566.4335664335667
2023,Telangana,Siddipet,3563.5738831615117
2023,Telangana,Suryapet,3534.4827586206898
2023,Telangana,Suryapet,3393.548387096774
2023,Telangana,Suryapet,3457.575757575758
2023,Telangana,Vikarabad,2830.188679245283
2023,Telangana,Vikarabad,3027.027027027027
2023,Telangana,Vikarabad,2868.131868131868
2023,Telangana,Wanaparthy,3780.8219178082195
2023,Telangana,Wanaparthy,3410.25641025641
2023,Telangana,Wanaparthy,3619.469026548673
2023,Telangana,Warangal,3490.566037735849
2023,Telangana,Warangal,3571.4285714285716
2023,Telangana,Warangal,3536.842105263158
2023,Telangana,Yadadri Bhuvanagiri,3596.638655462185
2023,Telangana,Yadadri Bhuvanagiri,3462.18487394958
2023,Telangana,Yadadri Bhuvanagiri,3529.4117647058824
2023,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2062.5
2023,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2062.5
2023,The Dadra And Nagar Haveli And Daman And Diu,Daman,3000.0
2023,The Dadra And Nagar Haveli And Daman And Diu,Daman,3000.0
2023,Tripura,Dhalai,2814.814814814815
2023,Tripura,Dhalai,4000.0
2023,Tripura,Dhalai,2857.142857142857
2023,Tripura,Gomati,3260.869565217391
2023,Tripura,Gomati,3333.3333333333335
2023,Tripura,Gomati,3263.157894736842
2023,Tripura,Khowai,3352.941176470588
2023,Tripura,Khowai,3333.3333333333335
2023,Tripura,Khowai,3304.3478260869565
2023,Tripura,North Tripura,2960.0
2023,Tripura,North Tripura,2960.0
2023,Tripura,Sepahijala,3518.5185185185182
2023,Tripura,Sepahijala,3421.0526315789475
2023,Tripura,Sepahijala,3456.5217391304345
2023,Tripura,South Tripura,3346.153846153846
2023,Tripura,South Tripura,3538.4615384615386
2023,Tripura,South Tripura,3435.8974358974356
2023,Tripura,Unakoti,3210.5263157894738
2023,Tripura,Unakoti,3210.5263157894738
2023,Tripura,West Tripura,3375.0
2023,Tripura,West Tripura,3375.0
2023,Tripura,West Tripura,3333.3333333333335
2023,Uttar Pradesh,Agra,2333.3333333333335
2023,Uttar Pradesh,Agra,2333.3333333333335
2023,Uttar Pradesh,Aligarh,2547.6190476190477
2023,Uttar Pradesh,Aligarh,inf
2023,Uttar Pradesh,Aligarh,2571.4285714285716
2023,Uttar Pradesh,Ambedkar Nagar,2934.579439252336
2023,Uttar Pradesh,Ambedkar Nagar,2934.579439252336
2023,Uttar Pradesh,Amethi,2805.3097345132746
2023,Uttar Pradesh,Amethi,2805.3097345132746
2023,Uttar Pradesh,Amroha,2600.0
2023,Uttar Pradesh,Amroha,2600.0
2023,Uttar Pradesh,Auraiya,3155.5555555555557
2023,Uttar Pradesh,Auraiya,3086.9565217391305
2023,Uttar Pradesh,Ayodhya,3042.105263157895
2023,Uttar Pradesh,Ayodhya,3042.105263157895
2023,Uttar Pradesh,Azamgarh,2319.796954314721
2023,Uttar Pradesh,Azamgarh,2319.796954314721
2023,Uttar Pradesh,Baghpat,2800.0
2023,Uttar Pradesh,Baghpat,2800.0
2023,Uttar Pradesh,Bahraich,2868.75
2023,Uttar Pradesh,Bahraich,2868.75
2023,Uttar Pradesh,Ballia,2416.6666666666665
2023,Uttar Pradesh,Ballia,2416.6666666666665
2023,Uttar Pradesh,Balrampur,2976.3779527559054
2023,Uttar Pradesh,Balrampur,2976.3779527559054
2023,Uttar Pradesh,Banda,2408.1632653061224
2023,Uttar Pradesh,Banda,2408.1632653061224
2023,Uttar Pradesh,Barabanki,3000.0
2023,Uttar Pradesh,Barabanki,3000.0
2023,Uttar Pradesh,Bareilly,2894.7368421052633
2023,Uttar Pradesh,Bareilly,5000.0
2023,Uttar Pradesh,Bareilly,2889.6103896103896
2023,Uttar Pradesh,Basti,2544.1176470588234
2023,Uttar Pradesh,Basti,inf
2023,Uttar Pradesh,Basti,2540.1459854014597
2023,Uttar Pradesh,Bhadohi,3230.7692307692305
2023,Uttar Pradesh,Bhadohi,inf
2023,Uttar Pradesh,Bhadohi,3230.7692307692305
2023,Uttar Pradesh,Bijnor,2641.509433962264
2023,Uttar Pradesh,Bijnor,2641.509433962264
2023,Uttar Pradesh,Budaun,2189.4736842105262
2023,Uttar Pradesh,Budaun,2189.4736842105262
2023,Uttar Pradesh,Bulandshahr,2755.813953488372
2023,Uttar Pradesh,Bulandshahr,inf
2023,Uttar Pradesh,Bulandshahr,2755.813953488372
2023,Uttar Pradesh,Chandauli,3584.9056603773583
2023,Uttar Pradesh,Chandauli,3584.9056603773583
2023,Uttar Pradesh,Chitrakoot,2200.0
2023,Uttar Pradesh,Chitrakoot,2200.0
2023,Uttar Pradesh,Deoria,2325.3968253968255
2023,Uttar Pradesh,Deoria,2333.3333333333335
2023,Uttar Pradesh,Etah,2578.9473684210525
2023,Uttar Pradesh,Etah,2578.9473684210525
2023,Uttar Pradesh,Etawah,3200.0
2023,Uttar Pradesh,Etawah,3200.0
2023,Uttar Pradesh,Farrukhabad,3307.6923076923076
2023,Uttar Pradesh,Farrukhabad,3307.6923076923076
2023,Uttar Pradesh,Fatehpur,2712.5
2023,Uttar Pradesh,Fatehpur,2712.5
2023,Uttar Pradesh,Firozabad,2913.0434782608695
2023,Uttar Pradesh,Firozabad,2956.5217391304345
2023,Uttar Pradesh,Gautam Buddha Nagar,2857.142857142857
2023,Uttar Pradesh,Gautam Buddha Nagar,2857.142857142857
2023,Uttar Pradesh,Ghaziabad,2625.0
2023,Uttar Pradesh,Ghaziabad,2625.0
2023,Uttar Pradesh,Ghazipur,2675.675675675676
2023,Uttar Pradesh,Ghazipur,2675.675675675676
2023,Uttar Pradesh,Gonda,2646.153846153846
2023,Uttar Pradesh,Gonda,2646.153846153846
2023,Uttar Pradesh,Gorakhpur,2878.3783783783783
2023,Uttar Pradesh,Gorakhpur,inf
2023,Uttar Pradesh,Gorakhpur,2865.771812080537
2023,Uttar Pradesh,Hapur,2526.315789473684
2023,Uttar Pradesh,Hapur,2526.315789473684
2023,Uttar Pradesh,Hardoi,2753.5211267605637
2023,Uttar Pradesh,Hardoi,inf
2023,Uttar Pradesh,Hardoi,2760.56338028169
2023,Uttar Pradesh,Hathras,2636.3636363636365
2023,Uttar Pradesh,Hathras,2636.3636363636365
2023,Uttar Pradesh,Jalaun,inf
2023,Uttar Pradesh,Jalaun,inf
2023,Uttar Pradesh,Jaunpur,2815.6028368794327
2023,Uttar Pradesh,Jaunpur,2815.6028368794327
2023,Uttar Pradesh,Jhansi,2222.222222222222
2023,Uttar Pradesh,Jhansi,2222.222222222222
2023,Uttar Pradesh,Kannauj,3157.8947368421054
2023,Uttar Pradesh,Kannauj,3157.8947368421054
2023,Uttar Pradesh,Kanpur Dehat,3307.6923076923076
2023,Uttar Pradesh,Kanpur Dehat,3307.6923076923076
2023,Uttar Pradesh,Kanpur Nagar,3133.3333333333335
2023,Uttar Pradesh,Kanpur Nagar,3133.3333333333335
2023,Uttar Pradesh,Kasganj,2687.5
2023,Uttar Pradesh,Kasganj,2687.5
2023,Uttar Pradesh,Kaushambi,3000.0
2023,Uttar Pradesh,Kaushambi,3000.0
2023,Uttar Pradesh,Kheri,3023.529411764706
2023,Uttar Pradesh,Kheri,3666.666666666667
2023,Uttar Pradesh,Kheri,3034.6820809248557
2023,Uttar Pradesh,Kushi Nagar,2571.4285714285716
2023,Uttar Pradesh,Kushi Nagar,2571.4285714285716
2023,Uttar Pradesh,Lalitpur,3000.0
2023,Uttar Pradesh,Lalitpur,3000.0
2023,Uttar Pradesh,Lucknow,2549.0196078431372
2023,Uttar Pradesh,Lucknow,2549.0196078431372
2023,Uttar Pradesh,Maharajganj,2766.4670658682635
2023,Uttar Pradesh,Maharajganj,3750.0
2023,Uttar Pradesh,Maharajganj,2783.625730994152
2023,Uttar Pradesh,Mahoba,inf
2023,Uttar Pradesh,Mahoba,inf
2023,Uttar Pradesh,Mainpuri,2966.666666666667
2023,Uttar Pradesh,Mainpuri,2966.666666666667
2023,Uttar Pradesh,Mathura,2062.5
2023,Uttar Pradesh,Mathura,2062.5
2023,Uttar Pradesh,Mau,2024.3902439024391
2023,Uttar Pradesh,Mau,2024.3902439024391
2023,Uttar Pradesh,Meerut,2571.428571428571
2023,Uttar Pradesh,Meerut,2571.428571428571
2023,Uttar Pradesh,Mirzapur,3000.0
2023,Uttar Pradesh,Mirzapur,3000.0
2023,Uttar Pradesh,Moradabad,2934.065934065934
2023,Uttar Pradesh,Moradabad,3000.0
2023,Uttar Pradesh,Moradabad,2934.782608695652
2023,Uttar Pradesh,Muzaffarnagar,2583.3333333333335
2023,Uttar Pradesh,Muzaffarnagar,2583.3333333333335
2023,Uttar Pradesh,Pilibhit,2423.076923076923
2023,Uttar Pradesh,Pilibhit,3600.0
2023,Uttar Pradesh,Pilibhit,2507.1428571428573
2023,Uttar Pradesh,Pratapgarh,2268.817204301075
2023,Uttar Pradesh,Pratapgarh,2268.817204301075
2023,Uttar Pradesh,Prayagraj,3143.8356164383563
2023,Uttar Pradesh,Prayagraj,inf
2023,Uttar Pradesh,Prayagraj,3150.6849315068494
2023,Uttar Pradesh,Rae Bareli,2892.857142857143
2023,Uttar Pradesh,Rae Bareli,2892.857142857143
2023,Uttar Pradesh,Rampur,2939.393939393939
2023,Uttar Pradesh,Rampur,3428.5714285714284
2023,Uttar Pradesh,Rampur,2964.0287769784177
2023,Uttar Pradesh,Saharanpur,2462.9629629629626
2023,Uttar Pradesh,Saharanpur,2462.9629629629626
2023,Uttar Pradesh,Sambhal,2775.0
2023,Uttar Pradesh,Sambhal,inf
2023,Uttar Pradesh,Sambhal,2731.707317073171
2023,Uttar Pradesh,Sant Kabeer Nagar,2825.5813953488373
2023,Uttar Pradesh,Sant Kabeer Nagar,inf
2023,Uttar Pradesh,Sant Kabeer Nagar,2848.837209302326
2023,Uttar Pradesh,Shahjahanpur,3130.6532663316584
2023,Uttar Pradesh,Shahjahanpur,3600.0
2023,Uttar Pradesh,Shahjahanpur,3142.156862745098
2023,Uttar Pradesh,Shamli,2842.1052631578946
2023,Uttar Pradesh,Shamli,inf
2023,Uttar Pradesh,Shamli,2750.0
2023,Uttar Pradesh,Shravasti,2500.0
2023,Uttar Pradesh,Shravasti,inf
2023,Uttar Pradesh,Shravasti,2512.4999999999995
2023,Uttar Pradesh,Siddharth Nagar,2807.4534161490683
2023,Uttar Pradesh,Siddharth Nagar,2813.664596273292
2023,Uttar Pradesh,Sitapur,2896.774193548387
2023,Uttar Pradesh,Sitapur,2896.774193548387
2023,Uttar Pradesh,Sonbhadra,2483.8709677419356
2023,Uttar Pradesh,Sonbhadra,2483.8709677419356
2023,Uttar Pradesh,Sultanpur,3250.0
2023,Uttar Pradesh,Sultanpur,3250.0
2023,Uttar Pradesh,Unnao,2119.565217391304
2023,Uttar Pradesh,Unnao,2119.565217391304
2023,Uttar Pradesh,Varanasi,3042.553191489362
2023,Uttar Pradesh,Varanasi,3042.553191489362
2023,Uttarakhand,Almora,1285.7142857142856
2023,Uttarakhand,Almora,1285.7142857142856
2023,Uttarakhand,Bageshwar,1538.4615384615383
2023,Uttarakhand,Bageshwar,1538.4615384615383
2023,Uttarakhand,Chamoli,1600.0
2023,Uttarakhand,Chamoli,1600.0
2023,Uttarakhand,Champawat,2000.0
2023,Uttarakhand,Champawat,2000.0
2023,Uttarakhand,Dehradun,2250.0
2023,Uttarakhand,Dehradun,2250.0
2023,Uttarakhand,Haridwar,2266.666666666667
2023,Uttarakhand,Haridwar,2266.666666666667
2023,Uttarakhand,Nainital,3363.6363636363635
2023,Uttarakhand,Nainital,3363.6363636363635
2023,Uttarakhand,Pauri Garhwal,1333.3333333333335
2023,Uttarakhand,Pauri Garhwal,1333.3333333333335
2023,Uttarakhand,Pithoragarh,1333.3333333333335
2023,Uttarakhand,Pithoragarh,1333.3333333333335
2023,Uttarakhand,Rudra Prayag,1500.0
2023,Uttarakhand,Rudra Prayag,1500.0
2023,Uttarakhand,Tehri Garhwal,2428.5714285714284
2023,Uttarakhand,Tehri Garhwal,2428.5714285714284
2023,Uttarakhand,Udam Singh Nagar,3194.4444444444443
2023,Uttarakhand,Udam Singh Nagar,3521.7391304347825
2023,Uttarakhand,Udam Singh Nagar,3276.9230769230767
2023,Uttarakhand,Uttar Kashi,1909.090909090909
2023,Uttarakhand,Uttar Kashi,1909.090909090909
2023,West Bengal,24 Paraganas North,3150.326797385621
2023,West Bengal,24 Paraganas North,3629.032258064516
2023,West Bengal,24 Paraganas North,3293.0232558139537
2023,West Bengal,24 Paraganas South,2595.541401273885
2023,West Bengal,24 Paraganas South,3913.4615384615386
2023,West Bengal,24 Paraganas South,2918.8544152744626
2023,West Bengal,Alipurduar,2526.881720430107
2023,West Bengal,Alipurduar,3142.8571428571427
2023,West Bengal,Alipurduar,2570.0
2023,West Bengal,Bankura,2860.714285714286
2023,West Bengal,Bankura,3846.153846153846
2023,West Bengal,Bankura,3046.3768115942025
2023,West Bengal,Birbhum,3231.660231660232
2023,West Bengal,Birbhum,3617.021276595745
2023,West Bengal,Birbhum,3334.277620396601
2023,West Bengal,Coochbehar,2688.311688311688
2023,West Bengal,Coochbehar,3666.666666666667
2023,West Bengal,Coochbehar,2820.224719101124
2023,West Bengal,Darjeeling,2458.3333333333335
2023,West Bengal,Darjeeling,2000.0
2023,West Bengal,Darjeeling,2520.0
2023,West Bengal,Dinajpur Dakshin,2783.43949044586
2023,West Bengal,Dinajpur Dakshin,3685.1851851851848
2023,West Bengal,Dinajpur Dakshin,3028.5714285714284
2023,West Bengal,Dinajpur Uttar,2885.416666666667
2023,West Bengal,Dinajpur Uttar,3115.3846153846152
2023,West Bengal,Dinajpur Uttar,2946.5020576131687
2023,West Bengal,Hooghly,3112.994350282486
2023,West Bengal,Hooghly,3322.033898305085
2023,West Bengal,Hooghly,3165.2542372881358
2023,West Bengal,Howrah,2482.7586206896553
2023,West Bengal,Howrah,3121.212121212121
2023,West Bengal,Howrah,2714.285714285714
2023,West Bengal,Jalpaiguri,2681.41592920354
2023,West Bengal,Jalpaiguri,3000.0
2023,West Bengal,Jalpaiguri,2697.478991596639
2023,West Bengal,Jhargram,2786.206896551724
2023,West Bengal,Jhargram,3137.931034482759
2023,West Bengal,Jhargram,2844.8275862068967
2023,West Bengal,Kalimpong,1500.0
2023,West Bengal,Kalimpong,1500.0
2023,West Bengal,Maldah,2858.156028368795
2023,West Bengal,Maldah,4155.172413793104
2023,West Bengal,Maldah,3236.180904522613
2023,West Bengal,Medinipur East,2648.5355648535565
2023,West Bengal,Medinipur East,3718.5185185185182
2023,West Bengal,Medinipur East,3037.4331550802135
2023,West Bengal,Medinipur West,2994.6236559139784
2023,West Bengal,Medinipur West,3525.5102040816328
2023,West Bengal,Medinipur West,3177.816901408451
2023,West Bengal,Murshidabad,3022.7272727272725
2023,West Bengal,Murshidabad,3402.439024390244
2023,West Bengal,Murshidabad,3155.642023346303
2023,West Bengal,Nadia,3155.963302752293
2023,West Bengal,Nadia,3441.176470588235
2023,West Bengal,Nadia,3265.536723163842
2023,West Bengal,Paschim Bardhaman,2695.6521739130435
2023,West Bengal,Paschim Bardhaman,3000.0
2023,West Bengal,Paschim Bardhaman,2600.0
2023,West Bengal,Purba Bardhaman,3384.401114206128
2023,West Bengal,Purba Bardhaman,3797.6190476190477
2023,West Bengal,Purba Bardhaman,3516.129032258065
2023,West Bengal,Purulia,2052.3560209424086
2023,West Bengal,Purulia,2000.0
2023,West Bengal,Purulia,2052.0833333333335
